id,tag,name,parent_id,stem,extension,path,size,owner,group,created,accessed,modified
9773215,Directory,subpkg,9773205,subpkg,,/Users/starver/code/public/cpython/Lib/test/test_import/data/circular_imports/subpkg,128,501,20,1545241637,1545524453,1545241637
9773220,Directory,package,9773204,package,,/Users/starver/code/public/cpython/Lib/test/test_import/data/package,128,501,20,1545241637,1545524453,1545241637
9772914,Directory,support,9772520,support,,/Users/starver/code/public/cpython/Lib/test/support,160,501,20,1545241636,1545524453,1545241636
9772811,Directory,imghdrdata,9772520,imghdrdata,,/Users/starver/code/public/cpython/Lib/test/imghdrdata,480,501,20,1545241636,1545524453,1545241636
9772891,Directory,sndhdrdata,9772520,sndhdrdata,,/Users/starver/code/public/cpython/Lib/test/sndhdrdata,352,501,20,1545241636,1545524453,1545241636
9772834,Directory,leakers,9772520,leakers,,/Users/starver/code/public/cpython/Lib/test/leakers,192,501,20,1545241636,1545524453,1545241636
9773068,Directory,test_email,9772520,test_email,,/Users/starver/code/public/cpython/Lib/test/test_email,640,501,20,1545241637,1545524453,1545241637
9773071,Directory,data,9773068,data,,/Users/starver/code/public/cpython/Lib/test/test_email/data,1632,501,20,1545241637,1545524453,1545241637
9772933,Directory,test_asyncio,9772520,test_asyncio,,/Users/starver/code/public/cpython/Lib/test/test_asyncio,1056,501,20,1545241636,1545524453,1545241636
9772839,Directory,libregrtest,9772520,libregrtest,,/Users/starver/code/public/cpython/Lib/test/libregrtest,352,501,20,1545241636,1545524453,1545241636
9772620,Directory,data,9772520,data,,/Users/starver/code/public/cpython/Lib/test/data,96,501,20,1545241636,1545524453,1545241636
9772567,Directory,capath,9772520,capath,,/Users/starver/code/public/cpython/Lib/test/capath,256,501,20,1545241636,1545524453,1545241636
9772908,Directory,subprocessdata,9772520,subprocessdata,,/Users/starver/code/public/cpython/Lib/test/subprocessdata,224,501,20,1545241636,1545524453,1545241636
9773686,Directory,turtledemo,9771638,turtledemo,,/Users/starver/code/public/cpython/Lib/turtledemo,768,501,20,1545241637,1545524453,1545241637
9772411,Directory,multiprocessing,9771638,multiprocessing,,/Users/starver/code/public/cpython/Lib/multiprocessing,736,501,20,1545241636,1545524453,1545241636
9772415,Directory,dummy,9772411,dummy,,/Users/starver/code/public/cpython/Lib/multiprocessing/dummy,128,501,20,1545241636,1545524453,1545241636
9772406,Directory,msilib,9771638,msilib,,/Users/starver/code/public/cpython/Lib/msilib,192,501,20,1545241636,1545524453,1545241636
9773753,Directory,urllib,9771638,urllib,,/Users/starver/code/public/cpython/Lib/urllib,256,501,20,1545241637,1545524453,1545241637
9772479,Directory,site-packages,9771638,site-packages,,/Users/starver/code/public/cpython/Lib/site-packages,96,501,20,1545241636,1545524453,1545241636
9772100,Directory,html,9771638,html,,/Users/starver/code/public/cpython/Lib/html,160,501,20,1545241636,1545524453,1545241636
9773642,Directory,tkinter,9771638,tkinter,,/Users/starver/code/public/cpython/Lib/tkinter,544,501,20,1545241637,1545524453,1545241637
9773655,Directory,test,9773642,test,,/Users/starver/code/public/cpython/Lib/tkinter/test,288,501,20,1545241637,1545524453,1545241637
9773670,Directory,test_ttk,9773655,test_ttk,,/Users/starver/code/public/cpython/Lib/tkinter/test/test_ttk,224,501,20,1545241637,1545524453,1545241637
9773660,Directory,test_tkinter,9773655,test_tkinter,,/Users/starver/code/public/cpython/Lib/tkinter/test/test_tkinter,352,501,20,1545241637,1545524453,1545241637
9773787,Directory,xml,9771638,xml,,/Users/starver/code/public/cpython/Lib/xml,224,501,20,1545241637,1545524453,1545241637
9773804,Directory,parsers,9773787,parsers,,/Users/starver/code/public/cpython/Lib/xml/parsers,128,501,20,1545241637,1545524453,1545241637
9773807,Directory,sax,9773787,sax,,/Users/starver/code/public/cpython/Lib/xml/sax,256,501,20,1545241637,1545524453,1545241637
9773789,Directory,dom,9773787,dom,,/Users/starver/code/public/cpython/Lib/xml/dom,320,501,20,1545241637,1545524453,1545241637
9773798,Directory,etree,9773787,etree,,/Users/starver/code/public/cpython/Lib/xml/etree,224,501,20,1545241637,1545524453,1545241637
9773779,Directory,wsgiref,9771638,wsgiref,,/Users/starver/code/public/cpython/Lib/wsgiref,256,501,20,1545241637,1545524453,1545241637
9772278,Directory,json,9771638,json,,/Users/starver/code/public/cpython/Lib/json,224,501,20,1545241636,1545524453,1545241636
9772104,Directory,http,9771638,http,,/Users/starver/code/public/cpython/Lib/http,224,501,20,1545241636,1545524453,1545241636
